,Date,Time,Energy (MeV),Accumulated Dose,Pressure,Radium target mass (g),Extraction,Date and Time,Elapsed time (s),dt (s),Integrated Power (kWhr from Acc),Dose rate (Gy/s),power,electrons,reaction rate per gram,reactions per second,Radium-225,Actinium-225,Radium-225 Activity (mCi),Actinium-225 Activity (mCi)
0,,,11.7,,,0.0411,NO,2022-10-14 11:50:00,6217200.0,6217200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2893409795391.3804,78199484630.79196,0.04201883180138411,0.0017094122265941599
1,,,11.7,,,0.0411,NO,2022-10-14 13:50:00,6224400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2882215978599.4917,88937914005.516,0.04185627235137358,0.0019441503780569013
2,,,11.7,,,0.0411,NO,2022-10-14 15:50:00,6231600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2871065467645.086,99570503299.20757,0.041694341799732075,0.002176574903932021
3,,,11.7,,,0.0411,NO,2022-10-14 17:50:00,6238800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2859958094989.637,110098036400.2487,0.041533037713422566,0.0024067029397337857
4,,,11.7,,,0.0411,NO,2022-10-14 19:50:00,6246000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2848893693742.7812,120521291983.9594,0.04137235766882081,0.0026345515070208265
5,,,11.7,,,0.0411,NO,2022-10-14 21:50:00,6253200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2837872097659.8076,130841043545.4629,0.041212299251678894,0.002860137514114562
6,,,11.7,,,0.0411,NO,2022-10-14 23:50:00,6260400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2826893141139.16,141058059432.35004,0.04105286005708897,0.003083477756813227
7,,,11.7,,,0.0411,NO,2022-10-15 01:50:00,6267600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2815956659219.9517,151173102877.1435,0.040894037689447146,0.0033045889191015347
8,,,11.7,,,0.0411,NO,2022-10-15 03:50:00,6274800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2805062487579.483,161186932029.56357,0.04073582976241745,0.003523487573855988
9,,,11.7,,,0.0411,NO,2022-10-15 05:50:00,6282000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2794210462530.775,171100299988.59634,0.040578233898896025,0.003740190183545883
10,,,11.7,,,0.0411,NO,2022-10-15 07:50:00,6289200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2783400421020.109,180913954834.36563,0.04042124773097534,0.003954713100930015
11,,,11.7,,,0.0411,NO,2022-10-15 09:50:00,6296400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2772632200624.577,190628639659.8097,0.0402648688999087,0.00416707256974912
12,,,11.7,,,0.0411,NO,2022-10-15 11:50:00,6303600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2761905639549.6416,200245092602.1642,0.04010909505607472,0.004377284725414087
13,,,11.7,,,0.0411,NO,2022-10-15 13:50:00,6310800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2751220576626.703,209764046874.2522,0.03995392385894209,0.004585365595689934
14,,,11.7,,,0.0411,NO,2022-10-15 15:50:00,6318000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2740576851310.681,219186230795.58258,0.03979935297703439,0.004791331101375619
15,,,11.7,,,0.0411,NO,2022-10-15 17:50:00,6325200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2729974303677.599,228512367823.2581,0.039645380087894984,0.004995197056979675
16,,,11.7,,,0.0411,NO,2022-10-15 19:50:00,6332400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2719412774422.184,237743176582.69394,0.03949200287805228,0.005196979171391703
17,,,11.7,,,0.0411,NO,2022-10-15 21:50:00,6339600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2708892104855.471,246879370898.14832,0.03933921904298482,0.005396693048549766
18,,,11.7,,,0.0411,NO,2022-10-15 23:50:00,6346800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2698412136902.42,255921659823.06583,0.03918702628708672,0.005594354188103677
19,,,11.7,,,0.0411,NO,2022-10-16 01:50:00,6354000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2687972713099.54,264870747670.23492,0.039035422323633204,0.005789977986074239
20,,,11.7,,,0.0411,NO,2022-10-16 03:50:00,6361200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2677573676592.524,273727334041.76062,0.03888440487474617,0.005983579735508427
21,,,11.7,,,0.0411,NO,2022-10-16 05:50:00,6368400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2667214871133.8916,282492113858.8536,0.03873397167136004,0.006175174627130575
22,,,11.7,,,0.0411,NO,2022-10-16 07:50:00,6375600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2656896141080.641,291165777391.4363,0.03858412045318762,0.0063647777499895525
23,,,11.7,,,0.0411,NO,2022-10-16 09:50:00,6382800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2646617331391.912,299749010287.56824,0.03843484896868616,0.006552404092101988
24,,,11.7,,,0.0411,NO,2022-10-16 11:50:00,6390000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2636378287626.6543,308242493602.69025,0.0382861549750235,0.006738068541091543
25,,,11.7,,,0.0411,NO,2022-10-16 13:50:00,6397200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2626178855941.308,316646903828.6897,0.038138036238044425,0.006921785884824258
26,,,11.7,,,0.0411,NO,2022-10-16 15:50:00,6404400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2616018883087.493,324962912922.78754,0.03799049053223702,0.0071035708120400255
27,,,11.7,,,0.0411,NO,2022-10-16 17:50:00,6411600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2605898216409.705,333191188336.24805,0.03784351564069929,0.007283437912980166
28,,,11.7,,,0.0411,NO,2022-10-16 19:50:00,6418800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2595816703843.023,341332393042.9124,0.03769710935510584,0.007461401680011159
29,,,11.7,,,0.0411,NO,2022-10-16 21:50:00,6426000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2585774193910.8228,349387185567.5576,0.03755126947567467,0.007637476508244567
30,,,11.7,,,0.0411,NO,2022-10-16 23:50:00,6433200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2575770535722.503,357356220014.081,0.037405993811134144,0.007811676696153134
31,,,11.7,,,0.0411,NO,2022-10-17 01:50:00,6440400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2565805578971.217,365240146093.51196,0.03726128017869007,0.007984016446183113
32,,,11.7,,,0.0411,NO,2022-10-17 03:50:00,6447600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2555879173931.614,373039609151.8518,0.037117126403992874,0.008154509865362832
33,,,11.7,,,0.0411,NO,2022-10-17 05:50:00,6454800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2545991171457.59,380755250197.74286,0.03697353032110498,0.008323170965907536
34,,,11.7,,,0.0411,NO,2022-10-17 07:50:00,6462000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2536141422980.0474,388387705929.96747,0.03683048977246821,0.008490013665820495
35,,,11.7,,,0.0411,NO,2022-10-17 09:50:00,6469200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2526329780504.6616,395937608764.77844,0.036688002608871395,0.008655051789490456
36,,,11.7,,,0.0411,NO,2022-10-17 11:50:00,6476400.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2516556096609.658,403405586863.0615,0.0365460666894181,0.008818299068285382
37,,,11.7,,,0.0411,NO,2022-10-17 13:50:00,6483600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2506820224443.597,410792264157.3313,0.036404679881494414,0.008979769141142591
38,,,11.7,,,0.0411,NO,2022-10-17 15:50:00,6490800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2497122017723.167,418098260378.56104,0.036263840060736956,0.009139475555155239
39,,,11.7,,,0.0411,NO,2022-10-17 17:50:00,6498000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2487461330730.987,425324191082.848,0.0361235451110009,0.009297431766155209
40,,,11.7,,,0.0411,NO,2022-10-17 19:50:00,6505200.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,2477838018313.416,432470667677.9149,0.035983792924328226,0.009453651139292434
